"","type","pct","crime","crimes_count"
"1092","misdemeanor_offenses","103","OFFENSES AGAINST THE PERSON (7)      ",10
"1093","misdemeanor_offenses","103","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",297
"1094","misdemeanor_offenses","103","ADMINISTRATIVE CODE (6)            ",29
"1095","misdemeanor_offenses","103","FRAUDS (3)                    ",104
"1096","misdemeanor_offenses","103","AGGRAVATED HARASSMENT 2               ",443
"1097","misdemeanor_offenses","103","OTHER MISDEMEANORS (8)",1327
"1099","misdemeanor_offenses","104","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",21
"1100","misdemeanor_offenses","104","MISDEMEANOR SEX CRIMES (4)",25
"1101","misdemeanor_offenses","104","MISDEMEANOR DANGEROUS DRUGS  (1)",332
"1102","misdemeanor_offenses","104","MISDEMEANOR DANGEROUS WEAPONS (5)               ",54
"1103","misdemeanor_offenses","104","PETIT LARCENY                         ",987
"1104","misdemeanor_offenses","104","ASSAULT 3 AND RELATED OFFENSES        ",467
"1105","misdemeanor_offenses","104","INTOXICATED & IMPAIRED DRIVING              ",84
"1106","misdemeanor_offenses","104","VEHICLE AND TRAFFIC LAWS              ",71
"1107","misdemeanor_offenses","104","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",710
"1108","misdemeanor_offenses","104","CRIMINAL TRESPASS",118
"1109","misdemeanor_offenses","104","UNAUTHORIZED USE OF A VEHICLE           ",50
"1110","misdemeanor_offenses","104","OFFENSES AGAINST THE PERSON (7)      ",14
"1111","misdemeanor_offenses","104","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",93
"1112","misdemeanor_offenses","104","ADMINISTRATIVE CODE (6)            ",21
"1113","misdemeanor_offenses","104","FRAUDS (3)                    ",70
"1114","misdemeanor_offenses","104","AGGRAVATED HARASSMENT 2               ",266
"1115","misdemeanor_offenses","104","OTHER MISDEMEANORS (8)",485
"1117","misdemeanor_offenses","105","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",9
"1118","misdemeanor_offenses","105","MISDEMEANOR SEX CRIMES (4)",27
"1119","misdemeanor_offenses","105","MISDEMEANOR DANGEROUS DRUGS  (1)",312
"1120","misdemeanor_offenses","105","MISDEMEANOR DANGEROUS WEAPONS (5)               ",20
"1121","misdemeanor_offenses","105","PETIT LARCENY                         ",839
"1122","misdemeanor_offenses","105","ASSAULT 3 AND RELATED OFFENSES        ",647
"1123","misdemeanor_offenses","105","INTOXICATED & IMPAIRED DRIVING              ",45
"1124","misdemeanor_offenses","105","VEHICLE AND TRAFFIC LAWS              ",119
"1125","misdemeanor_offenses","105","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",583
"1126","misdemeanor_offenses","105","CRIMINAL TRESPASS",54
"1127","misdemeanor_offenses","105","UNAUTHORIZED USE OF A VEHICLE           ",32
"1128","misdemeanor_offenses","105","OFFENSES AGAINST THE PERSON (7)      ",9
"1129","misdemeanor_offenses","105","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",82
"1130","misdemeanor_offenses","105","ADMINISTRATIVE CODE (6)            ",53
"1131","misdemeanor_offenses","105","FRAUDS (3)                    ",64
"1132","misdemeanor_offenses","105","AGGRAVATED HARASSMENT 2               ",485
"1133","misdemeanor_offenses","105","OTHER MISDEMEANORS (8)",285
"1135","misdemeanor_offenses","106","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",13
"1136","misdemeanor_offenses","106","MISDEMEANOR SEX CRIMES (4)",15
"1137","misdemeanor_offenses","106","MISDEMEANOR DANGEROUS DRUGS  (1)",242
"1138","misdemeanor_offenses","106","MISDEMEANOR DANGEROUS WEAPONS (5)               ",20
"1139","misdemeanor_offenses","106","PETIT LARCENY                         ",861
"1140","misdemeanor_offenses","106","ASSAULT 3 AND RELATED OFFENSES        ",437
"1141","misdemeanor_offenses","106","INTOXICATED & IMPAIRED DRIVING              ",90
"1142","misdemeanor_offenses","106","VEHICLE AND TRAFFIC LAWS              ",91
"1143","misdemeanor_offenses","106","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",456
"1144","misdemeanor_offenses","106","CRIMINAL TRESPASS",154
"1145","misdemeanor_offenses","106","UNAUTHORIZED USE OF A VEHICLE           ",20
"1146","misdemeanor_offenses","106","OFFENSES AGAINST THE PERSON (7)      ",15
"1147","misdemeanor_offenses","106","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",81
"1148","misdemeanor_offenses","106","ADMINISTRATIVE CODE (6)            ",20
"1149","misdemeanor_offenses","106","FRAUDS (3)                    ",27
"1150","misdemeanor_offenses","106","AGGRAVATED HARASSMENT 2               ",311
"1151","misdemeanor_offenses","106","OTHER MISDEMEANORS (8)",478
"1153","misdemeanor_offenses","107","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",5
"1154","misdemeanor_offenses","107","MISDEMEANOR SEX CRIMES (4)",34
"1155","misdemeanor_offenses","107","MISDEMEANOR DANGEROUS DRUGS  (1)",310
"1156","misdemeanor_offenses","107","MISDEMEANOR DANGEROUS WEAPONS (5)               ",13
"1157","misdemeanor_offenses","107","PETIT LARCENY                         ",838
"1158","misdemeanor_offenses","107","ASSAULT 3 AND RELATED OFFENSES        ",330
"1159","misdemeanor_offenses","107","INTOXICATED & IMPAIRED DRIVING              ",81
"1160","misdemeanor_offenses","107","VEHICLE AND TRAFFIC LAWS              ",52
"1161","misdemeanor_offenses","107","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",495
"1162","misdemeanor_offenses","107","CRIMINAL TRESPASS",59
"1163","misdemeanor_offenses","107","UNAUTHORIZED USE OF A VEHICLE           ",18
"1164","misdemeanor_offenses","107","OFFENSES AGAINST THE PERSON (7)      ",10
"1165","misdemeanor_offenses","107","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",90
"1166","misdemeanor_offenses","107","ADMINISTRATIVE CODE (6)            ",7
"1167","misdemeanor_offenses","107","FRAUDS (3)                    ",44
"1168","misdemeanor_offenses","107","AGGRAVATED HARASSMENT 2               ",240
"1169","misdemeanor_offenses","107","OTHER MISDEMEANORS (8)",352
"1171","misdemeanor_offenses","108","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",4
"1172","misdemeanor_offenses","108","MISDEMEANOR SEX CRIMES (4)",52
"1173","misdemeanor_offenses","108","MISDEMEANOR DANGEROUS DRUGS  (1)",125
"1174","misdemeanor_offenses","108","MISDEMEANOR DANGEROUS WEAPONS (5)               ",42
"1175","misdemeanor_offenses","108","PETIT LARCENY                         ",729
"1176","misdemeanor_offenses","108","ASSAULT 3 AND RELATED OFFENSES        ",454
"1177","misdemeanor_offenses","108","INTOXICATED & IMPAIRED DRIVING              ",131
"1178","misdemeanor_offenses","108","VEHICLE AND TRAFFIC LAWS              ",95
"1179","misdemeanor_offenses","108","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",522
"1180","misdemeanor_offenses","108","CRIMINAL TRESPASS",97
"1181","misdemeanor_offenses","108","UNAUTHORIZED USE OF A VEHICLE           ",13
"1182","misdemeanor_offenses","108","OFFENSES AGAINST THE PERSON (7)      ",23
"1183","misdemeanor_offenses","108","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",47
"1184","misdemeanor_offenses","108","ADMINISTRATIVE CODE (6)            ",6
"1185","misdemeanor_offenses","108","FRAUDS (3)                    ",30
"1186","misdemeanor_offenses","108","AGGRAVATED HARASSMENT 2               ",141
"1187","misdemeanor_offenses","108","OTHER MISDEMEANORS (8)",320
"1189","misdemeanor_offenses","109","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",16
"1190","misdemeanor_offenses","109","MISDEMEANOR SEX CRIMES (4)",54
"1191","misdemeanor_offenses","109","MISDEMEANOR DANGEROUS DRUGS  (1)",390
"1192","misdemeanor_offenses","109","MISDEMEANOR DANGEROUS WEAPONS (5)               ",20
"1193","misdemeanor_offenses","109","PETIT LARCENY                         ",1872
"1194","misdemeanor_offenses","109","ASSAULT 3 AND RELATED OFFENSES        ",621
"1195","misdemeanor_offenses","109","INTOXICATED & IMPAIRED DRIVING              ",124
"1196","misdemeanor_offenses","109","VEHICLE AND TRAFFIC LAWS              ",90
"1197","misdemeanor_offenses","109","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",560
"1198","misdemeanor_offenses","109","CRIMINAL TRESPASS",110
"1199","misdemeanor_offenses","109","UNAUTHORIZED USE OF A VEHICLE           ",23
"1200","misdemeanor_offenses","109","OFFENSES AGAINST THE PERSON (7)      ",8
"1201","misdemeanor_offenses","109","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",32
"1202","misdemeanor_offenses","109","ADMINISTRATIVE CODE (6)            ",16
"1203","misdemeanor_offenses","109","FRAUDS (3)                    ",50
"1204","misdemeanor_offenses","109","AGGRAVATED HARASSMENT 2               ",322
"1205","misdemeanor_offenses","109","OTHER MISDEMEANORS (8)",507
"1207","misdemeanor_offenses","110","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",20
"1208","misdemeanor_offenses","110","MISDEMEANOR SEX CRIMES (4)",61
"1209","misdemeanor_offenses","110","MISDEMEANOR DANGEROUS DRUGS  (1)",500
"1210","misdemeanor_offenses","110","MISDEMEANOR DANGEROUS WEAPONS (5)               ",114
"1211","misdemeanor_offenses","110","PETIT LARCENY                         ",1802
"1212","misdemeanor_offenses","110","ASSAULT 3 AND RELATED OFFENSES        ",669
"1213","misdemeanor_offenses","110","INTOXICATED & IMPAIRED DRIVING              ",94
"1214","misdemeanor_offenses","110","VEHICLE AND TRAFFIC LAWS              ",70
"1215","misdemeanor_offenses","110","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",508
"1216","misdemeanor_offenses","110","CRIMINAL TRESPASS",276
"1217","misdemeanor_offenses","110","UNAUTHORIZED USE OF A VEHICLE           ",12
"1218","misdemeanor_offenses","110","OFFENSES AGAINST THE PERSON (7)      ",29
"1219","misdemeanor_offenses","110","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",129
"1220","misdemeanor_offenses","110","ADMINISTRATIVE CODE (6)            ",15
"1221","misdemeanor_offenses","110","FRAUDS (3)                    ",59
"1222","misdemeanor_offenses","110","AGGRAVATED HARASSMENT 2               ",97
"1223","misdemeanor_offenses","110","OTHER MISDEMEANORS (8)",572
"1225","misdemeanor_offenses","111","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",5
"1226","misdemeanor_offenses","111","MISDEMEANOR SEX CRIMES (4)",13
"1227","misdemeanor_offenses","111","MISDEMEANOR DANGEROUS DRUGS  (1)",122
"1228","misdemeanor_offenses","111","MISDEMEANOR DANGEROUS WEAPONS (5)               ",18
"1229","misdemeanor_offenses","111","PETIT LARCENY                         ",391
"1230","misdemeanor_offenses","111","ASSAULT 3 AND RELATED OFFENSES        ",132
"1231","misdemeanor_offenses","111","INTOXICATED & IMPAIRED DRIVING              ",100
"1232","misdemeanor_offenses","111","VEHICLE AND TRAFFIC LAWS              ",30
"1233","misdemeanor_offenses","111","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",298
"1234","misdemeanor_offenses","111","CRIMINAL TRESPASS",15
"1235","misdemeanor_offenses","111","UNAUTHORIZED USE OF A VEHICLE           ",18
"1236","misdemeanor_offenses","111","OFFENSES AGAINST THE PERSON (7)      ",6
"1237","misdemeanor_offenses","111","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",51
"1238","misdemeanor_offenses","111","ADMINISTRATIVE CODE (6)            ",4
"1239","misdemeanor_offenses","111","FRAUDS (3)                    ",24
"1240","misdemeanor_offenses","111","AGGRAVATED HARASSMENT 2               ",152
"1241","misdemeanor_offenses","111","OTHER MISDEMEANORS (8)",62
"1243","misdemeanor_offenses","112","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",7
"1244","misdemeanor_offenses","112","MISDEMEANOR SEX CRIMES (4)",12
"1245","misdemeanor_offenses","112","MISDEMEANOR DANGEROUS DRUGS  (1)",56
"1246","misdemeanor_offenses","112","MISDEMEANOR DANGEROUS WEAPONS (5)               ",12
"1247","misdemeanor_offenses","112","PETIT LARCENY                         ",989
"1248","misdemeanor_offenses","112","ASSAULT 3 AND RELATED OFFENSES        ",201
"1249","misdemeanor_offenses","112","INTOXICATED & IMPAIRED DRIVING              ",52
"1250","misdemeanor_offenses","112","VEHICLE AND TRAFFIC LAWS              ",193
"1251","misdemeanor_offenses","112","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",287
"1252","misdemeanor_offenses","112","CRIMINAL TRESPASS",26
"1253","misdemeanor_offenses","112","UNAUTHORIZED USE OF A VEHICLE           ",8
"1254","misdemeanor_offenses","112","OFFENSES AGAINST THE PERSON (7)      ",7
"1255","misdemeanor_offenses","112","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",33
"1256","misdemeanor_offenses","112","ADMINISTRATIVE CODE (6)            ",2
"1257","misdemeanor_offenses","112","FRAUDS (3)                    ",36
"1258","misdemeanor_offenses","112","AGGRAVATED HARASSMENT 2               ",140
"1259","misdemeanor_offenses","112","OTHER MISDEMEANORS (8)",353
"1261","misdemeanor_offenses","113","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",22
"1262","misdemeanor_offenses","113","MISDEMEANOR SEX CRIMES (4)",30
"1263","misdemeanor_offenses","113","MISDEMEANOR DANGEROUS DRUGS  (1)",437
"1264","misdemeanor_offenses","113","MISDEMEANOR DANGEROUS WEAPONS (5)               ",165
"1265","misdemeanor_offenses","113","PETIT LARCENY                         ",959
"1266","misdemeanor_offenses","113","ASSAULT 3 AND RELATED OFFENSES        ",749
"1267","misdemeanor_offenses","113","INTOXICATED & IMPAIRED DRIVING              ",140
"1268","misdemeanor_offenses","113","VEHICLE AND TRAFFIC LAWS              ",834
"1269","misdemeanor_offenses","113","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",464
"1270","misdemeanor_offenses","113","CRIMINAL TRESPASS",215
"1271","misdemeanor_offenses","113","UNAUTHORIZED USE OF A VEHICLE           ",142
"1272","misdemeanor_offenses","113","OFFENSES AGAINST THE PERSON (7)      ",26
"1273","misdemeanor_offenses","113","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",109
"1274","misdemeanor_offenses","113","ADMINISTRATIVE CODE (6)            ",34
"1275","misdemeanor_offenses","113","FRAUDS (3)                    ",55
"1276","misdemeanor_offenses","113","AGGRAVATED HARASSMENT 2               ",348
"1277","misdemeanor_offenses","113","OTHER MISDEMEANORS (8)",407
"1279","misdemeanor_offenses","114","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",14
"1280","misdemeanor_offenses","114","MISDEMEANOR SEX CRIMES (4)",63
"1281","misdemeanor_offenses","114","MISDEMEANOR DANGEROUS DRUGS  (1)",608
"1282","misdemeanor_offenses","114","MISDEMEANOR DANGEROUS WEAPONS (5)               ",57
"1283","misdemeanor_offenses","114","PETIT LARCENY                         ",1670
"1284","misdemeanor_offenses","114","ASSAULT 3 AND RELATED OFFENSES        ",895
"1285","misdemeanor_offenses","114","INTOXICATED & IMPAIRED DRIVING              ",182
"1286","misdemeanor_offenses","114","VEHICLE AND TRAFFIC LAWS              ",112
"1287","misdemeanor_offenses","114","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",751
"1288","misdemeanor_offenses","114","CRIMINAL TRESPASS",203
"1289","misdemeanor_offenses","114","UNAUTHORIZED USE OF A VEHICLE           ",36
"1290","misdemeanor_offenses","114","OFFENSES AGAINST THE PERSON (7)      ",20
"1291","misdemeanor_offenses","114","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",121
"1292","misdemeanor_offenses","114","ADMINISTRATIVE CODE (6)            ",11
"1293","misdemeanor_offenses","114","FRAUDS (3)                    ",49
"1294","misdemeanor_offenses","114","AGGRAVATED HARASSMENT 2               ",462
"1295","misdemeanor_offenses","114","OTHER MISDEMEANORS (8)",467
"1297","misdemeanor_offenses","115","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",15
"1298","misdemeanor_offenses","115","MISDEMEANOR SEX CRIMES (4)",78
"1299","misdemeanor_offenses","115","MISDEMEANOR DANGEROUS DRUGS  (1)",369
"1300","misdemeanor_offenses","115","MISDEMEANOR DANGEROUS WEAPONS (5)               ",198
"1301","misdemeanor_offenses","115","PETIT LARCENY                         ",1004
"1302","misdemeanor_offenses","115","ASSAULT 3 AND RELATED OFFENSES        ",944
"1303","misdemeanor_offenses","115","INTOXICATED & IMPAIRED DRIVING              ",206
"1304","misdemeanor_offenses","115","VEHICLE AND TRAFFIC LAWS              ",124
"1305","misdemeanor_offenses","115","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",462
"1306","misdemeanor_offenses","115","CRIMINAL TRESPASS",245
"1307","misdemeanor_offenses","115","UNAUTHORIZED USE OF A VEHICLE           ",109
"1308","misdemeanor_offenses","115","OFFENSES AGAINST THE PERSON (7)      ",28
"1309","misdemeanor_offenses","115","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",139
"1310","misdemeanor_offenses","115","ADMINISTRATIVE CODE (6)            ",13
"1311","misdemeanor_offenses","115","FRAUDS (3)                    ",107
"1312","misdemeanor_offenses","115","AGGRAVATED HARASSMENT 2               ",321
"1313","misdemeanor_offenses","115","OTHER MISDEMEANORS (8)",684
"1315","misdemeanor_offenses","120","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",14
"1316","misdemeanor_offenses","120","MISDEMEANOR SEX CRIMES (4)",46
"1317","misdemeanor_offenses","120","MISDEMEANOR DANGEROUS DRUGS  (1)",447
"1318","misdemeanor_offenses","120","MISDEMEANOR DANGEROUS WEAPONS (5)               ",48
"1319","misdemeanor_offenses","120","PETIT LARCENY                         ",974
"1320","misdemeanor_offenses","120","ASSAULT 3 AND RELATED OFFENSES        ",724
"1321","misdemeanor_offenses","120","INTOXICATED & IMPAIRED DRIVING              ",182
"1322","misdemeanor_offenses","120","VEHICLE AND TRAFFIC LAWS              ",52
"1323","misdemeanor_offenses","120","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",847
"1324","misdemeanor_offenses","120","CRIMINAL TRESPASS",85
"1325","misdemeanor_offenses","120","UNAUTHORIZED USE OF A VEHICLE           ",46
"1326","misdemeanor_offenses","120","OFFENSES AGAINST THE PERSON (7)      ",20
"1327","misdemeanor_offenses","120","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",317
"1328","misdemeanor_offenses","120","ADMINISTRATIVE CODE (6)            ",16
"1329","misdemeanor_offenses","120","FRAUDS (3)                    ",81
"1330","misdemeanor_offenses","120","AGGRAVATED HARASSMENT 2               ",458
"1331","misdemeanor_offenses","120","OTHER MISDEMEANORS (8)",367
"1333","misdemeanor_offenses","121","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",13
"1334","misdemeanor_offenses","121","MISDEMEANOR SEX CRIMES (4)",25
"1335","misdemeanor_offenses","121","MISDEMEANOR DANGEROUS DRUGS  (1)",421
"1336","misdemeanor_offenses","121","MISDEMEANOR DANGEROUS WEAPONS (5)               ",69
"1337","misdemeanor_offenses","121","PETIT LARCENY                         ",1324
"1338","misdemeanor_offenses","121","ASSAULT 3 AND RELATED OFFENSES        ",490
"1339","misdemeanor_offenses","121","INTOXICATED & IMPAIRED DRIVING              ",265
"1340","misdemeanor_offenses","121","VEHICLE AND TRAFFIC LAWS              ",51
"1341","misdemeanor_offenses","121","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",609
"1342","misdemeanor_offenses","121","CRIMINAL TRESPASS",51
"1343","misdemeanor_offenses","121","UNAUTHORIZED USE OF A VEHICLE           ",39
"1344","misdemeanor_offenses","121","OFFENSES AGAINST THE PERSON (7)      ",18
"1345","misdemeanor_offenses","121","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",178
"1346","misdemeanor_offenses","121","ADMINISTRATIVE CODE (6)            ",12
"1347","misdemeanor_offenses","121","FRAUDS (3)                    ",108
"1348","misdemeanor_offenses","121","AGGRAVATED HARASSMENT 2               ",427
"1349","misdemeanor_offenses","121","OTHER MISDEMEANORS (8)",314
"1351","misdemeanor_offenses","122","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",9
"1352","misdemeanor_offenses","122","MISDEMEANOR SEX CRIMES (4)",31
"1353","misdemeanor_offenses","122","MISDEMEANOR DANGEROUS DRUGS  (1)",228
"1354","misdemeanor_offenses","122","MISDEMEANOR DANGEROUS WEAPONS (5)               ",23
"1355","misdemeanor_offenses","122","PETIT LARCENY                         ",714
"1356","misdemeanor_offenses","122","ASSAULT 3 AND RELATED OFFENSES        ",341
"1357","misdemeanor_offenses","122","INTOXICATED & IMPAIRED DRIVING              ",132
"1358","misdemeanor_offenses","122","VEHICLE AND TRAFFIC LAWS              ",53
"1359","misdemeanor_offenses","122","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",680
"1360","misdemeanor_offenses","122","CRIMINAL TRESPASS",40
"1361","misdemeanor_offenses","122","UNAUTHORIZED USE OF A VEHICLE           ",30
"1362","misdemeanor_offenses","122","OFFENSES AGAINST THE PERSON (7)      ",11
"1363","misdemeanor_offenses","122","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",50
"1364","misdemeanor_offenses","122","ADMINISTRATIVE CODE (6)            ",3
"1365","misdemeanor_offenses","122","FRAUDS (3)                    ",71
"1366","misdemeanor_offenses","122","AGGRAVATED HARASSMENT 2               ",416
"1367","misdemeanor_offenses","122","OTHER MISDEMEANORS (8)",128
"1369","misdemeanor_offenses","123","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",6
"1370","misdemeanor_offenses","123","MISDEMEANOR SEX CRIMES (4)",12
"1371","misdemeanor_offenses","123","MISDEMEANOR DANGEROUS DRUGS  (1)",282
"1372","misdemeanor_offenses","123","MISDEMEANOR DANGEROUS WEAPONS (5)               ",28
"1373","misdemeanor_offenses","123","PETIT LARCENY                         ",362
"1374","misdemeanor_offenses","123","ASSAULT 3 AND RELATED OFFENSES        ",160
"1375","misdemeanor_offenses","123","INTOXICATED & IMPAIRED DRIVING              ",97
"1376","misdemeanor_offenses","123","VEHICLE AND TRAFFIC LAWS              ",19
"1377","misdemeanor_offenses","123","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",339
"1378","misdemeanor_offenses","123","CRIMINAL TRESPASS",25
"1379","misdemeanor_offenses","123","UNAUTHORIZED USE OF A VEHICLE           ",20
"1380","misdemeanor_offenses","123","OFFENSES AGAINST THE PERSON (7)      ",9
"1381","misdemeanor_offenses","123","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",86
"1382","misdemeanor_offenses","123","ADMINISTRATIVE CODE (6)            ",1
"1383","misdemeanor_offenses","123","FRAUDS (3)                    ",62
"1384","misdemeanor_offenses","123","AGGRAVATED HARASSMENT 2               ",160
"1385","misdemeanor_offenses","123","OTHER MISDEMEANORS (8)",53
"1387","misdemeanor_offenses","DOC","MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ",0
"1388","misdemeanor_offenses","DOC","MISDEMEANOR SEX CRIMES (4)",11
"1389","misdemeanor_offenses","DOC","MISDEMEANOR DANGEROUS DRUGS  (1)",0
"1390","misdemeanor_offenses","DOC","MISDEMEANOR DANGEROUS WEAPONS (5)               ",0
"1391","misdemeanor_offenses","DOC","PETIT LARCENY                         ",10
"1392","misdemeanor_offenses","DOC","ASSAULT 3 AND RELATED OFFENSES        ",9
"1393","misdemeanor_offenses","DOC","INTOXICATED & IMPAIRED DRIVING              ",0
"1394","misdemeanor_offenses","DOC","VEHICLE AND TRAFFIC LAWS              ",0
"1395","misdemeanor_offenses","DOC","MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ",2
"1396","misdemeanor_offenses","DOC","CRIMINAL TRESPASS",2
"1397","misdemeanor_offenses","DOC","UNAUTHORIZED USE OF A VEHICLE           ",0
"1398","misdemeanor_offenses","DOC","OFFENSES AGAINST THE PERSON (7)      ",1
"1399","misdemeanor_offenses","DOC","OFFENSES AGAINST PUBLIC ADMINISTRATION (2)",512
"1400","misdemeanor_offenses","DOC","ADMINISTRATIVE CODE (6)            ",0
"1401","misdemeanor_offenses","DOC","FRAUDS (3)                    ",1
"1402","misdemeanor_offenses","DOC","AGGRAVATED HARASSMENT 2               ",1
"1403","misdemeanor_offenses","DOC","OTHER MISDEMEANORS (8)",8
"1405","non_seven_major_felony_offenses","1","FELONY POSSESSION STOLEN PROPERTY            ",13
"1406","non_seven_major_felony_offenses","1","FORGERY/THEFT-FRAUD/IDENTITY THEFT                ",138
"1407","non_seven_major_felony_offenses","1","ARSON                                 ",1
"1408","non_seven_major_felony_offenses","1","FELONY SEX CRIMES (3)",13
"1409","non_seven_major_felony_offenses","1","FELONY DANGEROUS DRUGS  (1)",18
"1410","non_seven_major_felony_offenses","1","FELONY DANGEROUS WEAPONS (2)        ",21
"1411","non_seven_major_felony_offenses","1","FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ",68
"1412","non_seven_major_felony_offenses","1","OTHER FELONIES (4)",70
"1414","non_seven_major_felony_offenses","5","FELONY POSSESSION STOLEN PROPERTY            ",4
"1415","non_seven_major_felony_offenses","5","FORGERY/THEFT-FRAUD/IDENTITY THEFT                ",72
"1416","non_seven_major_felony_offenses","5","ARSON                                 ",8
"1417","non_seven_major_felony_offenses","5","FELONY SEX CRIMES (3)",15
"1418","non_seven_major_felony_offenses","5","FELONY DANGEROUS DRUGS  (1)",138
"1419","non_seven_major_felony_offenses","5","FELONY DANGEROUS WEAPONS (2)        ",21
"1420","non_seven_major_felony_offenses","5","FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ",58
"1421","non_seven_major_felony_offenses","5","OTHER FELONIES (4)",173
"1423","non_seven_major_felony_offenses","6","FELONY POSSESSION STOLEN PROPERTY            ",36
"1424","non_seven_major_felony_offenses","6","FORGERY/THEFT-FRAUD/IDENTITY THEFT                ",132
"1425","non_seven_major_felony_offenses","6","ARSON                                 ",0
"1426","non_seven_major_felony_offenses","6","FELONY SEX CRIMES (3)",12
"1427","non_seven_major_felony_offenses","6","FELONY DANGEROUS DRUGS  (1)",181
"1428","non_seven_major_felony_offenses","6","FELONY DANGEROUS WEAPONS (2)        ",32
"1429","non_seven_major_felony_offenses","6","FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ",80
"1430","non_seven_major_felony_offenses","6","OTHER FELONIES (4)",34
"1432","non_seven_major_felony_offenses","7","FELONY POSSESSION STOLEN PROPERTY            ",3
"1433","non_seven_major_felony_offenses","7","FORGERY/THEFT-FRAUD/IDENTITY THEFT                ",64
"1434","non_seven_major_felony_offenses","7","ARSON                                 ",17
"1435","non_seven_major_felony_offenses","7","FELONY SEX CRIMES (3)",11
"1436","non_seven_major_felony_offenses","7","FELONY DANGEROUS DRUGS  (1)",174
"1437","non_seven_major_felony_offenses","7","FELONY DANGEROUS WEAPONS (2)        ",26
"1438","non_seven_major_felony_offenses","7","FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ",60
"1439","non_seven_major_felony_offenses","7","OTHER FELONIES (4)",127
"1441","non_seven_major_felony_offenses","9","FELONY POSSESSION STOLEN PROPERTY            ",9
"1442","non_seven_major_felony_offenses","9","FORGERY/THEFT-FRAUD/IDENTITY THEFT                ",115
"1443","non_seven_major_felony_offenses","9","ARSON                                 ",14
"1444","non_seven_major_felony_offenses","9","FELONY SEX CRIMES (3)",11
"1445","non_seven_major_felony_offenses","9","FELONY DANGEROUS DRUGS  (1)",331
"1446","non_seven_major_felony_offenses","9","FELONY DANGEROUS WEAPONS (2)        ",31
"1447","non_seven_major_felony_offenses","9","FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ",22
"1448","non_seven_major_felony_offenses","9","OTHER FELONIES (4)",82
