type,PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
non_seven_major_felony_offenses,13,FELONY POSSESSION STOLEN PROPERTY            ,17,19,21,23,12,15,8,21,25,28,16,22,15,24,34,16
non_seven_major_felony_offenses,13,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,99,96,101,200,370,393,358,298,271,236,238,220,163,165,128,176
non_seven_major_felony_offenses,13,ARSON                                 ,27,14,10,4,7,4,6,5,7,7,4,4,7,10,10,7
non_seven_major_felony_offenses,13,FELONY SEX CRIMES (3),5,8,19,15,10,12,5,6,7,10,16,31,46,35,37,35
non_seven_major_felony_offenses,13,FELONY DANGEROUS DRUGS  (1),235,145,224,128,222,236,210,132,160,160,186,203,259,234,174,146
non_seven_major_felony_offenses,13,FELONY DANGEROUS WEAPONS (2)        ,9,8,10,10,10,21,43,67,83,66,43,32,22,28,33,47
non_seven_major_felony_offenses,13,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,158,159,222,81,83,87,101,78,81,97,78,46,45,48,56,70
non_seven_major_felony_offenses,13,OTHER FELONIES (4),63,51,60,96,64,68,111,104,58,65,81,72,56,80,60,79
non_seven_major_felony_offenses,13,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,613,500,667,557,778,836,842,711,692,669,662,630,613,624,532,576
non_seven_major_felony_offenses,14,FELONY POSSESSION STOLEN PROPERTY            ,71,74,65,27,30,57,68,51,52,31,65,33,28,31,41,22
non_seven_major_felony_offenses,14,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,361,299,210,387,543,644,673,440,329,289,374,275,273,295,331,301
non_seven_major_felony_offenses,14,ARSON                                 ,11,11,9,4,5,6,3,12,6,1,2,1,2,0,3,1
non_seven_major_felony_offenses,14,FELONY SEX CRIMES (3),14,14,9,11,12,11,12,7,3,7,30,16,34,23,36,41
non_seven_major_felony_offenses,14,FELONY DANGEROUS DRUGS  (1),740,454,711,440,413,379,334,342,270,195,180,197,271,331,384,394
non_seven_major_felony_offenses,14,FELONY DANGEROUS WEAPONS (2)        ,21,20,28,17,9,26,63,81,109,67,74,46,23,44,61,56
non_seven_major_felony_offenses,14,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,208,162,250,84,122,123,119,95,112,124,102,124,144,167,132,136
non_seven_major_felony_offenses,14,OTHER FELONIES (4),112,130,128,187,137,110,140,126,142,111,118,119,118,113,120,85
non_seven_major_felony_offenses,14,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1538,1164,1410,1157,1271,1356,1412,1154,1023,825,945,811,893,1004,1108,1036
non_seven_major_felony_offenses,17,FELONY POSSESSION STOLEN PROPERTY            ,15,4,9,8,4,4,7,7,6,2,1,5,3,3,5,1
non_seven_major_felony_offenses,17,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,53,31,31,70,111,123,150,100,144,120,122,115,76,104,96,124
non_seven_major_felony_offenses,17,ARSON                                 ,6,3,6,0,1,3,0,3,2,2,2,1,2,2,2,0
non_seven_major_felony_offenses,17,FELONY SEX CRIMES (3),1,6,3,5,5,7,4,2,3,4,4,9,10,9,25,10
non_seven_major_felony_offenses,17,FELONY DANGEROUS DRUGS  (1),41,15,46,28,63,47,25,21,25,25,26,20,36,20,19,22
non_seven_major_felony_offenses,17,FELONY DANGEROUS WEAPONS (2)        ,2,0,6,1,1,5,2,8,7,6,8,3,3,2,9,9
non_seven_major_felony_offenses,17,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,84,113,129,51,71,82,70,48,63,58,38,38,31,38,42,70
non_seven_major_felony_offenses,17,OTHER FELONIES (4),37,38,45,120,73,54,58,81,32,42,52,28,44,37,26,34
non_seven_major_felony_offenses,17,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,239,210,275,283,329,325,316,270,282,259,253,219,205,215,224,270
non_seven_major_felony_offenses,18,FELONY POSSESSION STOLEN PROPERTY            ,27,26,13,19,10,16,24,13,14,16,16,9,14,16,24,14
non_seven_major_felony_offenses,18,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,142,143,111,154,138,180,171,190,229,207,214,180,229,241,227,212
non_seven_major_felony_offenses,18,ARSON                                 ,15,13,6,3,4,6,10,1,10,10,4,7,3,6,1,10
non_seven_major_felony_offenses,18,FELONY SEX CRIMES (3),18,12,18,23,10,8,13,10,11,6,17,23,14,19,20,22
non_seven_major_felony_offenses,18,FELONY DANGEROUS DRUGS  (1),287,283,191,106,203,109,137,177,206,193,143,127,125,97,114,101
non_seven_major_felony_offenses,18,FELONY DANGEROUS WEAPONS (2)        ,13,13,16,14,18,14,23,20,26,25,18,10,17,16,23,10
non_seven_major_felony_offenses,18,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,242,254,192,127,111,106,108,61,68,85,98,75,76,80,85,70
non_seven_major_felony_offenses,18,OTHER FELONIES (4),120,100,97,118,55,76,36,63,72,80,64,62,74,58,80,86
non_seven_major_felony_offenses,18,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,864,844,644,564,549,515,522,535,636,622,574,493,552,533,574,525
non_seven_major_felony_offenses,19,FELONY POSSESSION STOLEN PROPERTY            ,14,12,15,6,32,16,19,6,4,8,14,6,11,13,4,10
non_seven_major_felony_offenses,19,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,94,83,94,247,433,339,391,339,287,207,235,256,237,269,210,275
non_seven_major_felony_offenses,19,ARSON                                 ,21,16,10,8,7,9,7,15,23,18,6,8,14,21,3,8
non_seven_major_felony_offenses,19,FELONY SEX CRIMES (3),5,10,11,6,7,9,7,10,12,9,10,14,16,15,14,17
non_seven_major_felony_offenses,19,FELONY DANGEROUS DRUGS  (1),57,45,33,37,44,39,57,61,44,56,44,47,37,23,15,16
non_seven_major_felony_offenses,19,FELONY DANGEROUS WEAPONS (2)        ,6,3,1,7,7,6,15,22,10,22,10,13,12,11,4,8
non_seven_major_felony_offenses,19,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,170,127,126,104,101,86,112,104,54,79,44,37,56,60,97,95
non_seven_major_felony_offenses,19,OTHER FELONIES (4),96,84,92,102,92,115,102,87,84,62,79,66,63,61,59,53
non_seven_major_felony_offenses,19,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,463,380,382,517,723,619,710,644,518,461,442,447,446,473,406,482
non_seven_major_felony_offenses,20,FELONY POSSESSION STOLEN PROPERTY            ,8,14,5,9,10,9,9,15,11,10,9,5,5,6,8,14
non_seven_major_felony_offenses,20,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,26,23,46,87,153,189,162,171,174,149,155,166,154,133,129,117
non_seven_major_felony_offenses,20,ARSON                                 ,11,9,10,3,6,11,5,3,6,7,6,1,2,4,1,2
non_seven_major_felony_offenses,20,FELONY SEX CRIMES (3),3,8,4,5,4,9,3,3,7,8,9,7,10,8,10,6
non_seven_major_felony_offenses,20,FELONY DANGEROUS DRUGS  (1),63,96,74,97,85,59,48,65,59,64,63,23,17,8,16,23
non_seven_major_felony_offenses,20,FELONY DANGEROUS WEAPONS (2)        ,7,10,5,3,2,7,11,7,20,18,22,15,8,2,6,9
non_seven_major_felony_offenses,20,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,132,123,91,59,74,44,39,37,45,30,35,17,23,19,17,24
non_seven_major_felony_offenses,20,OTHER FELONIES (4),52,57,60,53,59,58,47,43,40,39,41,34,38,27,45,51
non_seven_major_felony_offenses,20,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,302,340,295,316,393,386,324,344,362,325,340,268,257,207,232,246
non_seven_major_felony_offenses,22,FELONY POSSESSION STOLEN PROPERTY            ,3,0,0,0,1,1,0,1,2,0,3,0,1,0,0,0
non_seven_major_felony_offenses,22,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,1,4,1,1,1,4,3,1,7,5,5,3,2,5,1,7
non_seven_major_felony_offenses,22,ARSON                                 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
non_seven_major_felony_offenses,22,FELONY SEX CRIMES (3),41,2,5,2,1,4,0,1,0,1,2,2,2,2,0,4
non_seven_major_felony_offenses,22,FELONY DANGEROUS DRUGS  (1),6,4,6,2,5,15,2,4,5,2,4,5,3,4,1,6
non_seven_major_felony_offenses,22,FELONY DANGEROUS WEAPONS (2)        ,3,0,0,0,0,4,3,0,1,3,3,1,0,2,3,1
non_seven_major_felony_offenses,22,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,8,7,10,6,1,5,0,0,2,2,3,2,2,0,4,4
non_seven_major_felony_offenses,22,OTHER FELONIES (4),6,4,4,2,7,4,3,4,1,7,4,4,7,5,2,5
non_seven_major_felony_offenses,22,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,68,21,26,13,16,37,11,11,18,20,25,17,17,18,11,27
non_seven_major_felony_offenses,23,FELONY POSSESSION STOLEN PROPERTY            ,30,22,26,18,21,16,19,8,14,9,8,8,7,5,33,26
non_seven_major_felony_offenses,23,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,130,64,68,93,152,157,138,134,187,99,95,137,81,75,91,92
non_seven_major_felony_offenses,23,ARSON                                 ,63,60,29,22,38,40,41,21,43,30,36,24,25,32,38,46
non_seven_major_felony_offenses,23,FELONY SEX CRIMES (3),27,28,31,27,27,31,20,17,23,16,16,20,16,11,7,20
non_seven_major_felony_offenses,23,FELONY DANGEROUS DRUGS  (1),1005,909,973,714,643,573,562,552,494,378,380,341,343,258,256,262
non_seven_major_felony_offenses,23,FELONY DANGEROUS WEAPONS (2)        ,36,38,39,43,54,98,87,109,130,133,132,80,62,72,44,105
non_seven_major_felony_offenses,23,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,169,137,144,77,63,52,49,68,45,45,29,34,46,46,71,106
non_seven_major_felony_offenses,23,OTHER FELONIES (4),236,208,209,204,196,203,205,219,233,218,197,193,174,176,185,183
non_seven_major_felony_offenses,23,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1696,1466,1519,1198,1194,1170,1121,1128,1169,928,893,837,754,675,725,840
non_seven_major_felony_offenses,24,FELONY POSSESSION STOLEN PROPERTY            ,10,15,17,9,12,15,14,34,20,14,4,9,8,8,8,4
non_seven_major_felony_offenses,24,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,46,31,37,68,134,193,217,160,167,101,89,157,156,151,162,139
non_seven_major_felony_offenses,24,ARSON                                 ,18,30,6,15,18,14,10,7,13,11,6,16,5,10,13,6
non_seven_major_felony_offenses,24,FELONY SEX CRIMES (3),13,21,8,8,20,10,13,10,7,12,9,4,11,5,10,20
non_seven_major_felony_offenses,24,FELONY DANGEROUS DRUGS  (1),363,248,326,346,295,348,300,316,205,179,129,116,147,145,99,77
non_seven_major_felony_offenses,24,FELONY DANGEROUS WEAPONS (2)        ,7,7,11,9,15,11,27,21,19,29,10,15,25,14,12,22
non_seven_major_felony_offenses,24,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,72,167,194,59,59,47,44,32,49,35,29,32,26,62,35,54
non_seven_major_felony_offenses,24,OTHER FELONIES (4),90,91,73,94,108,83,97,87,96,112,101,91,82,90,84,73
non_seven_major_felony_offenses,24,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,619,610,672,608,661,721,722,667,576,493,377,440,460,485,423,395
non_seven_major_felony_offenses,25,FELONY POSSESSION STOLEN PROPERTY            ,45,52,52,32,25,18,22,24,26,25,23,12,7,4,21,30
non_seven_major_felony_offenses,25,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,134,114,105,93,242,247,215,251,206,137,153,100,94,124,121,156
non_seven_major_felony_offenses,25,ARSON                                 ,34,24,27,13,21,26,13,21,15,19,18,7,17,10,10,12
non_seven_major_felony_offenses,25,FELONY SEX CRIMES (3),20,25,16,25,16,22,21,14,10,15,16,17,19,23,21,28
non_seven_major_felony_offenses,25,FELONY DANGEROUS DRUGS  (1),977,749,836,982,799,698,715,790,759,635,734,708,715,875,733,545
non_seven_major_felony_offenses,25,FELONY DANGEROUS WEAPONS (2)        ,36,27,29,42,59,67,87,154,214,173,184,137,78,77,75,104
non_seven_major_felony_offenses,25,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,47,159,168,63,50,44,69,45,67,79,34,36,46,54,89,133
non_seven_major_felony_offenses,25,OTHER FELONIES (4),171,176,137,141,177,191,148,163,156,165,150,149,159,164,151,172
non_seven_major_felony_offenses,25,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1464,1326,1370,1391,1389,1313,1290,1462,1453,1248,1312,1166,1135,1331,1221,1180
non_seven_major_felony_offenses,26,FELONY POSSESSION STOLEN PROPERTY            ,32,28,32,20,11,19,23,5,8,9,10,3,5,9,8,8
non_seven_major_felony_offenses,26,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,45,56,60,71,104,121,131,105,128,91,65,54,56,67,93,75
non_seven_major_felony_offenses,26,ARSON                                 ,29,11,8,7,7,13,10,9,8,5,16,13,10,13,13,14
non_seven_major_felony_offenses,26,FELONY SEX CRIMES (3),16,5,12,13,15,8,7,6,3,3,1,13,8,8,13,11
non_seven_major_felony_offenses,26,FELONY DANGEROUS DRUGS  (1),277,195,208,229,227,197,93,83,146,138,164,99,113,124,49,86
non_seven_major_felony_offenses,26,FELONY DANGEROUS WEAPONS (2)        ,42,27,39,25,46,34,40,31,39,32,27,24,33,36,21,33
non_seven_major_felony_offenses,26,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,60,63,56,46,37,25,39,23,17,24,20,14,19,16,25,21
non_seven_major_felony_offenses,26,OTHER FELONIES (4),184,167,153,131,112,109,90,102,97,77,76,63,75,69,67,58
non_seven_major_felony_offenses,26,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,685,552,568,542,559,526,433,364,446,379,379,283,319,342,289,306
non_seven_major_felony_offenses,28,FELONY POSSESSION STOLEN PROPERTY            ,25,33,35,14,13,21,20,18,13,17,12,8,6,5,15,8
non_seven_major_felony_offenses,28,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,114,80,102,153,157,218,149,145,193,136,85,82,96,71,109,113
non_seven_major_felony_offenses,28,ARSON                                 ,28,22,13,11,11,9,14,12,12,4,13,6,15,5,3,4
non_seven_major_felony_offenses,28,FELONY SEX CRIMES (3),7,19,17,12,12,21,15,8,12,11,9,4,14,11,15,11
non_seven_major_felony_offenses,28,FELONY DANGEROUS DRUGS  (1),806,666,805,811,809,757,643,697,819,697,702,476,413,505,412,261
non_seven_major_felony_offenses,28,FELONY DANGEROUS WEAPONS (2)        ,21,25,28,38,40,50,55,88,81,101,64,60,54,40,41,49
non_seven_major_felony_offenses,28,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,42,66,103,45,30,34,24,26,17,15,18,21,17,77,127,149
non_seven_major_felony_offenses,28,OTHER FELONIES (4),116,93,131,118,114,128,165,147,169,191,129,114,140,98,92,103
non_seven_major_felony_offenses,28,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1159,1004,1234,1202,1186,1238,1085,1141,1316,1172,1032,771,755,812,814,698
non_seven_major_felony_offenses,30,FELONY POSSESSION STOLEN PROPERTY            ,99,78,49,37,36,24,27,17,17,9,2,6,7,8,8,10
non_seven_major_felony_offenses,30,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,164,109,82,79,137,137,118,92,76,90,74,70,92,73,72,73
non_seven_major_felony_offenses,30,ARSON                                 ,25,14,6,10,12,8,13,8,10,4,10,5,9,7,4,6
non_seven_major_felony_offenses,30,FELONY SEX CRIMES (3),22,16,16,22,19,16,24,12,7,5,14,7,16,15,14,13
non_seven_major_felony_offenses,30,FELONY DANGEROUS DRUGS  (1),3542,3204,2896,1576,1184,683,670,814,590,530,468,369,305,327,200,193
non_seven_major_felony_offenses,30,FELONY DANGEROUS WEAPONS (2)        ,86,57,77,38,62,38,60,61,58,70,50,47,41,66,41,51
non_seven_major_felony_offenses,30,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,70,143,160,38,49,23,20,25,61,27,33,17,17,25,28,33
non_seven_major_felony_offenses,30,OTHER FELONIES (4),405,275,194,179,135,123,109,143,152,190,125,113,101,148,140,108
non_seven_major_felony_offenses,30,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,4413,3896,3480,1979,1634,1052,1041,1172,971,925,776,634,588,669,507,487
non_seven_major_felony_offenses,32,FELONY POSSESSION STOLEN PROPERTY            ,21,45,45,29,28,15,14,12,16,15,8,12,12,8,12,11
non_seven_major_felony_offenses,32,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,52,46,64,86,127,145,138,114,160,133,140,122,143,117,105,102
non_seven_major_felony_offenses,32,ARSON                                 ,63,44,18,29,20,30,22,34,19,23,33,17,26,34,29,15
non_seven_major_felony_offenses,32,FELONY SEX CRIMES (3),23,33,37,21,24,28,21,17,19,19,20,26,23,19,15,21
non_seven_major_felony_offenses,32,FELONY DANGEROUS DRUGS  (1),1215,1194,1076,831,819,659,711,523,709,516,421,427,289,326,274,299
non_seven_major_felony_offenses,32,FELONY DANGEROUS WEAPONS (2)        ,61,80,98,74,112,87,131,140,217,213,131,118,95,107,74,72
non_seven_major_felony_offenses,32,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,85,156,181,89,97,107,113,83,79,92,66,79,47,51,106,116
non_seven_major_felony_offenses,32,OTHER FELONIES (4),176,167,228,237,225,220,260,293,281,305,246,192,186,208,172,160
non_seven_major_felony_offenses,32,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1696,1765,1747,1396,1452,1291,1410,1216,1500,1316,1065,993,821,870,787,796
non_seven_major_felony_offenses,33,FELONY POSSESSION STOLEN PROPERTY            ,35,42,46,30,21,24,17,15,13,15,13,9,6,12,9,5
non_seven_major_felony_offenses,33,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,65,83,64,87,185,193,160,158,193,140,94,103,112,114,94,81
non_seven_major_felony_offenses,33,ARSON                                 ,21,16,5,11,15,23,10,12,9,6,4,3,10,1,2,9
non_seven_major_felony_offenses,33,FELONY SEX CRIMES (3),30,14,30,33,26,16,13,13,14,10,15,11,20,12,17,13
non_seven_major_felony_offenses,33,FELONY DANGEROUS DRUGS  (1),1276,729,1046,1127,1226,814,712,770,826,714,521,420,391,399,324,282
non_seven_major_felony_offenses,33,FELONY DANGEROUS WEAPONS (2)        ,48,44,45,25,35,35,38,58,67,62,40,40,43,50,39,77
non_seven_major_felony_offenses,33,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,108,213,232,88,89,109,116,83,172,85,25,18,16,17,33,104
non_seven_major_felony_offenses,33,OTHER FELONIES (4),191,180,151,110,102,117,114,158,152,132,85,51,56,68,77,79
non_seven_major_felony_offenses,33,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1774,1321,1619,1511,1699,1331,1180,1267,1446,1164,797,655,654,673,595,650
non_seven_major_felony_offenses,34,FELONY POSSESSION STOLEN PROPERTY            ,23,16,35,37,35,24,23,20,18,13,18,15,14,8,13,17
non_seven_major_felony_offenses,34,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,99,55,64,84,217,224,150,154,149,127,140,168,177,232,145,197
non_seven_major_felony_offenses,34,ARSON                                 ,27,23,34,11,20,24,13,9,17,24,23,5,10,7,7,5
non_seven_major_felony_offenses,34,FELONY SEX CRIMES (3),10,21,24,29,22,27,18,15,18,14,20,13,14,17,20,16
non_seven_major_felony_offenses,34,FELONY DANGEROUS DRUGS  (1),861,373,515,486,625,558,504,593,496,464,401,408,322,308,249,242
non_seven_major_felony_offenses,34,FELONY DANGEROUS WEAPONS (2)        ,17,24,19,23,47,53,81,111,87,101,59,99,86,71,34,85
non_seven_major_felony_offenses,34,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,268,299,144,82,59,49,57,64,31,41,18,32,53,122,92,75
non_seven_major_felony_offenses,34,OTHER FELONIES (4),215,176,173,126,158,102,106,112,90,104,87,94,98,75,102,101
non_seven_major_felony_offenses,34,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1520,987,1008,878,1183,1061,952,1078,906,888,766,834,774,840,662,738
non_seven_major_felony_offenses,40,FELONY POSSESSION STOLEN PROPERTY            ,41,36,31,27,34,36,19,26,21,11,4,8,9,5,14,21
non_seven_major_felony_offenses,40,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,62,68,94,102,151,159,177,195,202,126,115,85,153,192,183,279
non_seven_major_felony_offenses,40,ARSON                                 ,73,61,42,41,53,46,50,52,61,51,58,78,50,60,56,50
non_seven_major_felony_offenses,40,FELONY SEX CRIMES (3),29,31,18,25,23,25,22,12,22,10,19,15,14,28,27,24
non_seven_major_felony_offenses,40,FELONY DANGEROUS DRUGS  (1),1196,1054,1215,904,882,911,1072,1105,1303,1226,1220,1201,1063,841,828,763
non_seven_major_felony_offenses,40,FELONY DANGEROUS WEAPONS (2)        ,72,73,95,85,100,107,98,146,135,163,149,134,172,206,180,214
non_seven_major_felony_offenses,40,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,132,212,151,121,125,162,272,124,55,30,37,20,27,33,82,260
non_seven_major_felony_offenses,40,OTHER FELONIES (4),455,414,482,557,556,458,318,291,276,258,244,216,240,236,251,273
non_seven_major_felony_offenses,40,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,2060,1949,2128,1862,1924,1904,2028,1951,2075,1875,1846,1757,1728,1601,1621,1884
non_seven_major_felony_offenses,41,FELONY POSSESSION STOLEN PROPERTY            ,45,60,41,31,27,15,9,15,19,10,13,15,11,6,4,13
non_seven_major_felony_offenses,41,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,60,53,78,110,139,81,103,111,146,97,62,94,82,63,117,258
non_seven_major_felony_offenses,41,ARSON                                 ,136,86,46,26,15,27,22,25,33,26,20,22,15,36,20,23
non_seven_major_felony_offenses,41,FELONY SEX CRIMES (3),22,22,19,16,12,18,16,20,15,12,15,7,18,11,18,16
non_seven_major_felony_offenses,41,FELONY DANGEROUS DRUGS  (1),621,416,484,603,490,567,564,727,719,698,611,689,578,524,364,268
non_seven_major_felony_offenses,41,FELONY DANGEROUS WEAPONS (2)        ,37,40,37,32,24,29,30,46,59,62,61,52,55,45,76,82
non_seven_major_felony_offenses,41,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,194,241,161,153,121,92,128,91,57,41,65,76,151,163,100,81
non_seven_major_felony_offenses,41,OTHER FELONIES (4),809,677,635,622,536,311,269,319,308,293,282,392,336,429,117,122
non_seven_major_felony_offenses,41,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1924,1595,1501,1593,1364,1140,1141,1354,1356,1239,1129,1347,1246,1277,816,863
non_seven_major_felony_offenses,42,FELONY POSSESSION STOLEN PROPERTY            ,56,44,37,31,18,18,12,12,14,11,8,11,3,6,8,6
non_seven_major_felony_offenses,42,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,67,38,37,52,76,127,110,111,145,76,69,69,71,89,82,119
non_seven_major_felony_offenses,42,ARSON                                 ,57,58,42,40,31,39,56,56,52,50,49,48,48,45,37,46
non_seven_major_felony_offenses,42,FELONY SEX CRIMES (3),29,31,35,40,24,15,20,18,20,12,17,17,26,15,19,21
non_seven_major_felony_offenses,42,FELONY DANGEROUS DRUGS  (1),821,737,631,489,492,464,592,712,728,803,646,616,494,445,425,349
non_seven_major_felony_offenses,42,FELONY DANGEROUS WEAPONS (2)        ,70,61,54,58,69,69,84,124,131,106,100,96,99,100,75,108
non_seven_major_felony_offenses,42,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,110,226,125,49,63,80,59,42,40,36,26,29,58,25,50,55
non_seven_major_felony_offenses,42,OTHER FELONIES (4),304,243,290,283,251,231,177,169,155,179,140,105,120,113,124,132
non_seven_major_felony_offenses,42,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1514,1438,1251,1042,1024,1043,1110,1244,1285,1273,1055,991,919,838,820,836
non_seven_major_felony_offenses,43,FELONY POSSESSION STOLEN PROPERTY            ,47,44,51,23,34,25,13,11,22,17,11,11,10,11,12,8
non_seven_major_felony_offenses,43,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,122,97,79,119,228,223,194,194,241,199,166,240,281,226,183,205
non_seven_major_felony_offenses,43,ARSON                                 ,70,64,45,33,69,55,57,37,50,40,54,37,40,26,44,41
