type,PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
misdemeanor_offenses,112,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,635,597,513,446,431,404,360,529,377,345,389,335,353,300,385,287
misdemeanor_offenses,112,CRIMINAL TRESPASS,31,30,39,52,51,34,37,46,51,22,34,41,33,54,33,26
misdemeanor_offenses,112,UNAUTHORIZED USE OF A VEHICLE           ,10,9,3,9,14,6,5,9,6,7,12,8,8,7,3,8
misdemeanor_offenses,112,OFFENSES AGAINST THE PERSON (7)      ,5,7,8,7,9,9,6,5,4,4,2,5,2,7,5,7
misdemeanor_offenses,112,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),54,44,73,39,41,50,46,34,31,49,52,34,47,51,46,33
misdemeanor_offenses,112,ADMINISTRATIVE CODE (6)            ,5,7,5,4,8,10,7,5,2,2,4,4,6,0,4,2
misdemeanor_offenses,112,FRAUDS (3)                    ,144,109,68,59,39,45,26,20,19,11,8,13,23,29,35,36
misdemeanor_offenses,112,AGGRAVATED HARASSMENT 2               ,469,425,412,301,311,305,256,259,240,238,190,195,223,207,137,140
misdemeanor_offenses,112,OTHER MISDEMEANORS (8),336,307,208,139,130,160,154,107,115,277,318,274,235,268,358,353
misdemeanor_offenses,112,TOTAL MISDEMEANOR OFFENSES,3440,3321,3017,2575,2725,2734,2389,2581,2262,2307,2645,2617,2578,2574,2654,2414
misdemeanor_offenses,113,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,32,38,27,45,47,34,32,44,23,30,56,43,33,36,29,22
misdemeanor_offenses,113,MISDEMEANOR SEX CRIMES (4),60,70,74,75,62,66,78,62,74,95,87,77,73,64,90,30
misdemeanor_offenses,113,MISDEMEANOR DANGEROUS DRUGS  (1),1716,1361,1383,1289,873,1051,1033,1095,1217,1225,1208,1215,905,831,964,437
misdemeanor_offenses,113,MISDEMEANOR DANGEROUS WEAPONS (5)               ,58,85,51,87,152,189,134,197,170,239,238,197,216,193,177,165
misdemeanor_offenses,113,PETIT LARCENY                         ,1693,1442,1171,1214,1121,1229,1340,1317,1281,1152,1102,1168,1143,1034,1019,959
misdemeanor_offenses,113,ASSAULT 3 AND RELATED OFFENSES        ,785,811,697,567,659,697,835,966,983,972,969,888,915,1050,974,749
misdemeanor_offenses,113,INTOXICATED & IMPAIRED DRIVING              ,61,60,41,53,71,65,31,59,72,72,47,72,130,178,179,140
misdemeanor_offenses,113,VEHICLE AND TRAFFIC LAWS              ,126,135,114,91,92,93,84,120,134,377,637,750,502,517,723,834
misdemeanor_offenses,113,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,741,674,744,622,673,725,881,861,852,715,729,598,584,565,520,464
misdemeanor_offenses,113,CRIMINAL TRESPASS,276,279,166,181,158,214,271,411,894,723,389,519,683,269,226,215
misdemeanor_offenses,113,UNAUTHORIZED USE OF A VEHICLE           ,94,107,87,80,50,59,61,81,66,63,69,73,105,72,89,142
misdemeanor_offenses,113,OFFENSES AGAINST THE PERSON (7)      ,11,19,13,9,12,6,12,15,28,36,21,14,30,28,35,26
misdemeanor_offenses,113,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),147,158,129,71,92,94,129,143,176,152,137,52,94,123,132,109
misdemeanor_offenses,113,ADMINISTRATIVE CODE (6)            ,57,34,48,24,30,30,39,51,58,45,40,34,59,51,40,34
misdemeanor_offenses,113,FRAUDS (3)                    ,93,75,53,43,28,34,30,36,37,70,52,59,72,55,72,55
misdemeanor_offenses,113,AGGRAVATED HARASSMENT 2               ,452,414,363,289,315,346,451,494,502,471,463,384,391,403,321,348
misdemeanor_offenses,113,OTHER MISDEMEANORS (8),110,149,106,114,183,224,108,134,281,221,239,237,157,139,179,407
misdemeanor_offenses,113,TOTAL MISDEMEANOR OFFENSES,6512,5911,5267,4854,4618,5156,5549,6086,6848,6658,6483,6380,6092,5608,5769,5136
misdemeanor_offenses,114,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,10,13,26,18,32,26,23,51,55,31,58,52,30,35,9,14
misdemeanor_offenses,114,MISDEMEANOR SEX CRIMES (4),84,110,89,86,70,58,101,86,64,77,94,132,96,85,88,63
misdemeanor_offenses,114,MISDEMEANOR DANGEROUS DRUGS  (1),1503,1106,1396,1576,762,710,857,1220,1011,959,951,951,907,921,962,608
misdemeanor_offenses,114,MISDEMEANOR DANGEROUS WEAPONS (5)               ,35,66,56,67,79,93,137,170,105,123,116,81,80,102,121,57
misdemeanor_offenses,114,PETIT LARCENY                         ,1958,1999,2128,1529,1659,1646,1826,1813,1635,1338,1488,1545,1668,1645,1674,1670
misdemeanor_offenses,114,ASSAULT 3 AND RELATED OFFENSES        ,973,989,1016,824,910,968,1074,962,876,908,966,911,990,1076,1061,895
misdemeanor_offenses,114,INTOXICATED & IMPAIRED DRIVING              ,71,52,72,124,128,168,145,123,107,91,87,110,141,179,198,182
misdemeanor_offenses,114,VEHICLE AND TRAFFIC LAWS              ,171,145,100,87,61,61,76,52,70,67,74,79,91,88,100,112
misdemeanor_offenses,114,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,929,990,923,728,793,815,893,1052,955,902,887,821,735,752,777,751
misdemeanor_offenses,114,CRIMINAL TRESPASS,409,391,336,400,176,216,387,559,339,252,269,268,207,201,234,203
misdemeanor_offenses,114,UNAUTHORIZED USE OF A VEHICLE           ,38,46,31,22,29,27,28,36,29,29,24,17,29,30,47,36
misdemeanor_offenses,114,OFFENSES AGAINST THE PERSON (7)      ,19,15,9,7,12,17,22,31,11,21,8,22,8,19,19,20
misdemeanor_offenses,114,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),162,201,134,109,115,138,129,188,154,179,157,172,144,174,158,121
misdemeanor_offenses,114,ADMINISTRATIVE CODE (6)            ,19,18,9,4,10,12,12,14,9,9,10,9,15,9,12,11
misdemeanor_offenses,114,FRAUDS (3)                    ,122,164,114,69,64,65,67,68,59,71,42,32,50,60,65,49
misdemeanor_offenses,114,AGGRAVATED HARASSMENT 2               ,825,807,841,586,693,670,662,661,553,526,523,511,533,513,431,462
misdemeanor_offenses,114,OTHER MISDEMEANORS (8),542,450,307,278,354,234,279,379,339,245,295,247,332,299,367,467
misdemeanor_offenses,114,TOTAL MISDEMEANOR OFFENSES,7870,7562,7587,6514,5947,5924,6718,7465,6371,5828,6049,5960,6056,6188,6323,5721
misdemeanor_offenses,115,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,13,15,18,19,26,25,29,27,38,66,49,67,58,49,24,15
misdemeanor_offenses,115,MISDEMEANOR SEX CRIMES (4),74,93,69,87,78,88,140,98,108,95,138,157,113,103,85,78
misdemeanor_offenses,115,MISDEMEANOR DANGEROUS DRUGS  (1),1020,751,1118,868,752,733,952,936,1001,1019,858,910,739,798,881,369
misdemeanor_offenses,115,MISDEMEANOR DANGEROUS WEAPONS (5)               ,65,85,68,116,166,193,181,217,192,215,223,278,197,224,252,198
misdemeanor_offenses,115,PETIT LARCENY                         ,1668,1562,1560,1187,1255,1135,1025,1114,1135,1116,1136,1086,913,1077,1134,1004
misdemeanor_offenses,115,ASSAULT 3 AND RELATED OFFENSES        ,985,958,848,708,774,765,946,919,863,995,1028,1062,1046,1051,1155,944
misdemeanor_offenses,115,INTOXICATED & IMPAIRED DRIVING              ,174,187,159,128,223,234,217,236,231,203,193,197,184,261,281,206
misdemeanor_offenses,115,VEHICLE AND TRAFFIC LAWS              ,124,103,112,101,77,70,120,159,168,106,77,92,90,112,107,124
misdemeanor_offenses,115,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,770,915,748,574,585,590,634,693,600,612,641,531,480,452,567,462
misdemeanor_offenses,115,CRIMINAL TRESPASS,123,93,75,121,120,101,163,186,237,242,295,268,249,341,311,245
misdemeanor_offenses,115,UNAUTHORIZED USE OF A VEHICLE           ,48,61,30,26,16,30,42,39,45,53,64,79,82,65,107,109
misdemeanor_offenses,115,OFFENSES AGAINST THE PERSON (7)      ,14,15,14,12,15,13,12,12,13,25,15,15,17,21,20,28
misdemeanor_offenses,115,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),116,139,131,105,82,127,171,162,128,166,223,170,154,182,148,139
misdemeanor_offenses,115,ADMINISTRATIVE CODE (6)            ,39,35,23,18,11,19,23,16,18,10,23,17,9,15,15,13
misdemeanor_offenses,115,FRAUDS (3)                    ,56,89,89,69,46,82,46,77,83,119,106,82,84,121,82,107
misdemeanor_offenses,115,AGGRAVATED HARASSMENT 2               ,647,582,544,453,421,507,518,503,464,482,495,412,347,436,237,321
misdemeanor_offenses,115,OTHER MISDEMEANORS (8),980,775,679,495,484,346,378,385,506,432,483,546,538,669,652,684
misdemeanor_offenses,115,TOTAL MISDEMEANOR OFFENSES,6916,6458,6285,5087,5131,5058,5597,5779,5830,5956,6047,5969,5300,5977,6058,5046
misdemeanor_offenses,120,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,16,25,42,54,46,51,47,16,28,25,41,56,49,32,12,14
misdemeanor_offenses,120,MISDEMEANOR SEX CRIMES (4),104,93,81,93,85,107,120,99,63,96,74,90,80,49,55,46
misdemeanor_offenses,120,MISDEMEANOR DANGEROUS DRUGS  (1),1922,1404,1561,1560,1078,1177,1352,1674,2347,1726,1995,2173,1585,980,707,447
misdemeanor_offenses,120,MISDEMEANOR DANGEROUS WEAPONS (5)               ,54,113,158,139,130,160,205,183,201,223,247,221,166,83,51,48
misdemeanor_offenses,120,PETIT LARCENY                         ,1404,1389,1670,1370,1365,1500,1543,1381,1579,1585,1505,1460,1546,1326,995,974
misdemeanor_offenses,120,ASSAULT 3 AND RELATED OFFENSES        ,1205,1216,1151,1169,1230,1395,1486,1236,1298,1320,1396,1358,1652,1232,1012,724
misdemeanor_offenses,120,INTOXICATED & IMPAIRED DRIVING              ,182,160,163,132,124,182,157,177,178,191,174,204,200,165,114,182
misdemeanor_offenses,120,VEHICLE AND TRAFFIC LAWS              ,426,463,100,54,86,65,50,60,63,62,53,68,62,68,55,52
misdemeanor_offenses,120,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,1126,1170,1358,1336,1455,1337,1858,1699,1853,1481,1300,1186,1244,970,741,847
misdemeanor_offenses,120,CRIMINAL TRESPASS,467,321,265,272,266,309,289,227,445,342,452,278,324,195,149,85
misdemeanor_offenses,120,UNAUTHORIZED USE OF A VEHICLE           ,29,49,60,27,66,67,81,74,43,38,49,69,66,54,54,46
misdemeanor_offenses,120,OFFENSES AGAINST THE PERSON (7)      ,15,16,11,7,15,17,25,24,15,18,29,27,26,28,23,20
misdemeanor_offenses,120,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),343,359,380,345,372,329,382,420,438,465,486,451,511,401,363,317
misdemeanor_offenses,120,ADMINISTRATIVE CODE (6)            ,32,34,25,15,20,32,25,20,32,35,47,43,32,30,23,16
misdemeanor_offenses,120,FRAUDS (3)                    ,158,173,124,42,106,99,131,135,133,162,180,187,159,87,108,81
misdemeanor_offenses,120,AGGRAVATED HARASSMENT 2               ,939,896,797,633,823,864,923,835,865,806,885,758,697,624,427,458
misdemeanor_offenses,120,OTHER MISDEMEANORS (8),89,144,107,135,160,139,130,147,182,200,122,166,202,138,128,367
misdemeanor_offenses,120,TOTAL MISDEMEANOR OFFENSES,8511,8025,8053,7383,7427,7830,8804,8407,9763,8775,9035,8795,8601,6462,5017,4724
misdemeanor_offenses,121,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,,,,,,,,,,,,,,16,33,13
misdemeanor_offenses,121,MISDEMEANOR SEX CRIMES (4),,,,,,,,,,,,,,14,47,25
misdemeanor_offenses,121,MISDEMEANOR DANGEROUS DRUGS  (1),,,,,,,,,,,,,,331,865,421
misdemeanor_offenses,121,MISDEMEANOR DANGEROUS WEAPONS (5)               ,,,,,,,,,,,,,,42,119,69
misdemeanor_offenses,121,PETIT LARCENY                         ,,,,,,,,,,,,,,749,1531,1324
misdemeanor_offenses,121,ASSAULT 3 AND RELATED OFFENSES        ,,,,,,,,,,,,,,293,637,490
misdemeanor_offenses,121,INTOXICATED & IMPAIRED DRIVING              ,,,,,,,,,,,,,,131,253,265
misdemeanor_offenses,121,VEHICLE AND TRAFFIC LAWS              ,,,,,,,,,,,,,,23,38,51
misdemeanor_offenses,121,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,,,,,,,,,,,,,,271,567,609
misdemeanor_offenses,121,CRIMINAL TRESPASS,,,,,,,,,,,,,,44,96,51
misdemeanor_offenses,121,UNAUTHORIZED USE OF A VEHICLE           ,,,,,,,,,,,,,,13,23,39
misdemeanor_offenses,121,OFFENSES AGAINST THE PERSON (7)      ,,,,,,,,,,,,,,7,13,18
misdemeanor_offenses,121,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),,,,,,,,,,,,,,99,166,178
misdemeanor_offenses,121,ADMINISTRATIVE CODE (6)            ,,,,,,,,,,,,,,11,12,12
misdemeanor_offenses,121,FRAUDS (3)                    ,,,,,,,,,,,,,,25,81,108
misdemeanor_offenses,121,AGGRAVATED HARASSMENT 2               ,,,,,,,,,,,,,,215,406,427
misdemeanor_offenses,121,OTHER MISDEMEANORS (8),,,,,,,,,,,,,,41,155,314
misdemeanor_offenses,121,TOTAL MISDEMEANOR OFFENSES,,,,,,,,,,,,,,2325,5042,4414
misdemeanor_offenses,122,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,10,17,23,27,31,42,107,47,17,52,62,62,33,19,15,9
misdemeanor_offenses,122,MISDEMEANOR SEX CRIMES (4),47,48,44,56,47,68,47,56,40,41,34,40,46,34,22,31
misdemeanor_offenses,122,MISDEMEANOR DANGEROUS DRUGS  (1),586,465,689,473,314,254,313,310,785,500,575,621,667,511,445,228
misdemeanor_offenses,122,MISDEMEANOR DANGEROUS WEAPONS (5)               ,30,32,30,47,45,44,69,74,89,64,85,83,80,66,41,23
misdemeanor_offenses,122,PETIT LARCENY                         ,1732,1663,1826,1547,1673,1551,1774,1603,1942,1781,1703,1461,1596,1256,827,714
misdemeanor_offenses,122,ASSAULT 3 AND RELATED OFFENSES        ,793,613,691,738,751,818,753,803,729,652,602,607,697,513,407,341
misdemeanor_offenses,122,INTOXICATED & IMPAIRED DRIVING              ,219,262,342,385,521,469,452,304,247,216,239,301,239,279,150,132
misdemeanor_offenses,122,VEHICLE AND TRAFFIC LAWS              ,340,342,174,103,99,91,71,58,63,52,67,67,77,45,49,53
misdemeanor_offenses,122,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,1075,1017,1440,1200,1292,1327,1581,1674,1678,1251,1078,1083,926,731,609,680
misdemeanor_offenses,122,CRIMINAL TRESPASS,68,54,57,89,109,99,117,94,105,95,83,110,93,90,82,40
misdemeanor_offenses,122,UNAUTHORIZED USE OF A VEHICLE           ,48,32,53,37,55,43,36,41,34,39,33,52,43,42,34,30
misdemeanor_offenses,122,OFFENSES AGAINST THE PERSON (7)      ,11,13,14,15,17,22,15,15,17,13,19,13,22,12,7,11
misdemeanor_offenses,122,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),198,199,244,198,226,234,224,223,191,152,155,211,202,123,74,50
misdemeanor_offenses,122,ADMINISTRATIVE CODE (6)            ,22,15,21,15,11,12,8,17,12,9,13,10,10,2,6,3
misdemeanor_offenses,122,FRAUDS (3)                    ,234,260,135,119,118,120,90,107,102,111,96,106,68,68,68,71
misdemeanor_offenses,122,AGGRAVATED HARASSMENT 2               ,1043,937,983,861,963,935,981,870,943,874,795,722,706,562,485,416
misdemeanor_offenses,122,OTHER MISDEMEANORS (8),84,87,99,53,50,64,33,58,50,47,70,39,55,53,32,128
misdemeanor_offenses,122,TOTAL MISDEMEANOR OFFENSES,6540,6056,6865,5963,6322,6193,6671,6354,7044,5949,5709,5588,5560,4406,3353,2960
misdemeanor_offenses,123,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,0,2,8,4,9,9,9,7,7,12,10,9,18,22,11,6
misdemeanor_offenses,123,MISDEMEANOR SEX CRIMES (4),19,17,20,19,19,22,24,14,10,13,14,8,13,12,13,12
misdemeanor_offenses,123,MISDEMEANOR DANGEROUS DRUGS  (1),89,111,163,131,100,63,70,84,160,151,141,168,190,316,300,282
misdemeanor_offenses,123,MISDEMEANOR DANGEROUS WEAPONS (5)               ,13,21,13,10,13,22,32,21,26,23,13,26,21,28,27,28
misdemeanor_offenses,123,PETIT LARCENY                         ,444,427,443,436,460,456,586,479,571,508,550,550,433,473,453,362
misdemeanor_offenses,123,ASSAULT 3 AND RELATED OFFENSES        ,241,298,248,317,275,265,250,265,269,269,247,274,267,224,256,160
misdemeanor_offenses,123,INTOXICATED & IMPAIRED DRIVING              ,64,59,89,52,89,72,127,118,86,92,72,68,80,102,114,97
misdemeanor_offenses,123,VEHICLE AND TRAFFIC LAWS              ,168,136,68,49,33,22,19,37,20,19,24,18,16,14,15,19
misdemeanor_offenses,123,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,576,625,658,660,567,531,603,578,638,482,529,516,399,247,299,339
misdemeanor_offenses,123,CRIMINAL TRESPASS,38,39,30,27,44,33,25,19,29,21,25,16,16,26,17,25
misdemeanor_offenses,123,UNAUTHORIZED USE OF A VEHICLE           ,5,8,23,26,21,34,26,11,15,25,29,22,19,17,19,20
misdemeanor_offenses,123,OFFENSES AGAINST THE PERSON (7)      ,6,9,8,18,12,5,12,4,7,12,13,6,6,8,9,9
misdemeanor_offenses,123,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),99,78,76,84,76,88,110,77,95,108,84,90,99,105,88,86
misdemeanor_offenses,123,ADMINISTRATIVE CODE (6)            ,0,1,4,4,6,5,7,6,5,6,10,2,3,7,1,1
misdemeanor_offenses,123,FRAUDS (3)                    ,60,54,23,55,47,66,40,62,38,33,61,37,47,39,64,62
misdemeanor_offenses,123,AGGRAVATED HARASSMENT 2               ,409,489,451,432,438,399,486,454,465,420,424,377,383,311,182,160
misdemeanor_offenses,123,OTHER MISDEMEANORS (8),29,30,23,12,22,23,13,21,25,43,18,22,14,12,20,53
misdemeanor_offenses,123,TOTAL MISDEMEANOR OFFENSES,2260,2404,2348,2336,2231,2115,2439,2257,2466,2237,2264,2209,2024,1963,1888,1721
misdemeanor_offenses,DOC,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,,,,,,,,,,,,,,,0,0
misdemeanor_offenses,DOC,MISDEMEANOR SEX CRIMES (4),,,,,,,,,,,,,,,4,11
misdemeanor_offenses,DOC,MISDEMEANOR DANGEROUS DRUGS  (1),,,,,,,,,,,,,,,3,0
misdemeanor_offenses,DOC,MISDEMEANOR DANGEROUS WEAPONS (5)               ,,,,,,,,,,,,,,,1,0
misdemeanor_offenses,DOC,PETIT LARCENY                         ,,,,,,,,,,,,,,,8,10
misdemeanor_offenses,DOC,ASSAULT 3 AND RELATED OFFENSES        ,,,,,,,,,,,,,,,4,9
misdemeanor_offenses,DOC,INTOXICATED & IMPAIRED DRIVING              ,,,,,,,,,,,,,,,0,0
misdemeanor_offenses,DOC,VEHICLE AND TRAFFIC LAWS              ,,,,,,,,,,,,,,,0,0
misdemeanor_offenses,DOC,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,,,,,,,,,,,,,,,19,2
misdemeanor_offenses,DOC,CRIMINAL TRESPASS,,,,,,,,,,,,,,,3,2
misdemeanor_offenses,DOC,UNAUTHORIZED USE OF A VEHICLE           ,,,,,,,,,,,,,,,0,0
misdemeanor_offenses,DOC,OFFENSES AGAINST THE PERSON (7)      ,,,,,,,,,,,,,,,0,1
misdemeanor_offenses,DOC,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),,,,,,,,,,,,,,,491,512
misdemeanor_offenses,DOC,ADMINISTRATIVE CODE (6)            ,,,,,,,,,,,,,,,0,0
misdemeanor_offenses,DOC,FRAUDS (3)                    ,,,,,,,,,,,,,,,0,1
misdemeanor_offenses,DOC,AGGRAVATED HARASSMENT 2               ,,,,,,,,,,,,,,,3,1
misdemeanor_offenses,DOC,OTHER MISDEMEANORS (8),,,,,,,,,,,,,,,12,8
misdemeanor_offenses,DOC,TOTAL MISDEMEANOR OFFENSES,,,,,,,,,,,,,,,548,557
non_seven_major_felony_offenses,1,FELONY POSSESSION STOLEN PROPERTY            ,13,14,8,7,4,6,3,13,17,13,17,15,12,10,31,13
non_seven_major_felony_offenses,1,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,119,97,89,141,250,152,136,161,213,211,197,169,183,111,142,138
non_seven_major_felony_offenses,1,ARSON                                 ,16,7,4,7,6,6,9,5,6,9,5,3,3,3,9,1
non_seven_major_felony_offenses,1,FELONY SEX CRIMES (3),8,4,5,11,2,9,7,5,4,7,7,13,12,14,7,13
non_seven_major_felony_offenses,1,FELONY DANGEROUS DRUGS  (1),51,34,38,38,42,39,29,29,30,33,21,29,28,37,33,18
non_seven_major_felony_offenses,1,FELONY DANGEROUS WEAPONS (2)        ,1,4,2,5,4,4,5,10,22,22,18,23,23,23,21,21
non_seven_major_felony_offenses,1,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,162,333,247,82,94,81,60,51,41,40,44,78,74,66,61,68
non_seven_major_felony_offenses,1,OTHER FELONIES (4),61,62,70,94,72,57,63,79,77,73,49,48,48,46,49,70
non_seven_major_felony_offenses,1,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,431,555,463,385,474,354,312,353,410,408,358,378,383,310,353,342
non_seven_major_felony_offenses,5,FELONY POSSESSION STOLEN PROPERTY            ,7,19,10,5,5,6,15,6,5,10,14,5,10,5,8,4
non_seven_major_felony_offenses,5,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,78,82,117,189,183,207,236,222,137,159,155,85,99,80,69,72
non_seven_major_felony_offenses,5,ARSON                                 ,20,19,6,11,7,10,1,4,15,13,6,6,12,13,10,8
non_seven_major_felony_offenses,5,FELONY SEX CRIMES (3),9,10,1,4,14,7,4,5,6,6,7,8,8,8,14,15
non_seven_major_felony_offenses,5,FELONY DANGEROUS DRUGS  (1),304,299,280,191,228,229,245,240,270,235,208,193,151,139,148,138
non_seven_major_felony_offenses,5,FELONY DANGEROUS WEAPONS (2)        ,14,12,9,9,11,18,31,25,33,22,19,18,14,20,17,21
non_seven_major_felony_offenses,5,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,77,118,87,54,51,66,87,75,97,54,59,55,59,46,54,58
non_seven_major_felony_offenses,5,OTHER FELONIES (4),93,89,74,68,80,91,122,138,133,83,88,117,114,103,49,173
non_seven_major_felony_offenses,5,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,602,648,584,531,579,634,741,715,696,582,556,487,467,414,369,489
non_seven_major_felony_offenses,6,FELONY POSSESSION STOLEN PROPERTY            ,17,13,17,14,10,9,13,14,10,17,18,15,23,18,39,36
non_seven_major_felony_offenses,6,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,78,61,39,90,148,115,109,102,91,70,93,81,105,125,105,132
non_seven_major_felony_offenses,6,ARSON                                 ,5,8,7,1,4,3,3,3,5,0,2,4,2,2,0,0
non_seven_major_felony_offenses,6,FELONY SEX CRIMES (3),0,11,11,7,6,8,7,7,8,7,4,8,10,7,4,12
non_seven_major_felony_offenses,6,FELONY DANGEROUS DRUGS  (1),458,410,558,371,485,314,362,400,356,260,283,174,212,214,160,181
non_seven_major_felony_offenses,6,FELONY DANGEROUS WEAPONS (2)        ,16,10,9,3,6,20,20,16,14,26,20,16,19,32,44,32
non_seven_major_felony_offenses,6,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,149,123,142,82,101,124,125,114,98,119,96,94,84,102,65,80
non_seven_major_felony_offenses,6,OTHER FELONIES (4),65,51,34,47,45,39,37,58,43,28,43,34,44,65,33,34
non_seven_major_felony_offenses,6,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,788,687,817,615,805,632,676,714,625,527,559,426,499,565,450,507
non_seven_major_felony_offenses,7,FELONY POSSESSION STOLEN PROPERTY            ,13,10,17,8,11,17,8,7,5,3,10,7,6,10,15,3
non_seven_major_felony_offenses,7,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,10,36,28,66,129,115,104,87,58,82,55,56,52,62,58,64
non_seven_major_felony_offenses,7,ARSON                                 ,23,19,11,7,7,9,3,13,11,7,12,10,9,10,29,17
non_seven_major_felony_offenses,7,FELONY SEX CRIMES (3),6,8,4,8,8,9,9,6,3,6,7,8,8,9,7,11
non_seven_major_felony_offenses,7,FELONY DANGEROUS DRUGS  (1),250,287,229,222,261,256,300,358,245,227,167,171,169,274,217,174
non_seven_major_felony_offenses,7,FELONY DANGEROUS WEAPONS (2)        ,16,23,17,26,44,30,34,60,39,86,49,49,51,49,36,26
non_seven_major_felony_offenses,7,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,43,90,63,51,27,31,37,41,33,33,44,57,44,38,41,60
non_seven_major_felony_offenses,7,OTHER FELONIES (4),79,47,68,93,94,104,69,128,104,108,82,77,119,112,114,127
non_seven_major_felony_offenses,7,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,440,520,437,481,581,571,564,700,498,552,426,435,458,564,517,482
non_seven_major_felony_offenses,9,FELONY POSSESSION STOLEN PROPERTY            ,21,18,15,10,18,8,13,8,7,8,18,16,12,11,16,9
non_seven_major_felony_offenses,9,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,79,88,77,90,151,186,182,171,162,136,129,120,110,110,107,115
non_seven_major_felony_offenses,9,ARSON                                 ,36,21,11,3,10,10,8,4,6,7,10,12,14,9,17,14
non_seven_major_felony_offenses,9,FELONY SEX CRIMES (3),12,16,28,17,11,16,11,11,9,12,10,10,9,17,11,11
non_seven_major_felony_offenses,9,FELONY DANGEROUS DRUGS  (1),496,338,342,341,501,422,344,316,206,297,335,279,372,407,357,331
non_seven_major_felony_offenses,9,FELONY DANGEROUS WEAPONS (2)        ,16,30,41,18,34,52,45,69,50,135,62,32,39,41,32,31
non_seven_major_felony_offenses,9,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,168,169,110,88,60,56,79,49,52,68,64,60,58,57,36,22
non_seven_major_felony_offenses,9,OTHER FELONIES (4),131,116,88,129,129,157,144,126,95,107,87,88,97,98,95,82
non_seven_major_felony_offenses,9,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,959,796,712,696,914,907,826,754,587,770,715,617,711,750,671,615
non_seven_major_felony_offenses,10,FELONY POSSESSION STOLEN PROPERTY            ,11,17,5,16,22,15,15,17,14,12,8,16,17,21,9,24
non_seven_major_felony_offenses,10,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,35,22,31,64,145,177,156,122,150,108,117,114,125,89,104,98
non_seven_major_felony_offenses,10,ARSON                                 ,16,11,11,5,7,7,6,5,7,10,9,3,5,11,9,11
non_seven_major_felony_offenses,10,FELONY SEX CRIMES (3),7,9,7,4,6,6,13,7,6,3,9,5,5,8,12,9
non_seven_major_felony_offenses,10,FELONY DANGEROUS DRUGS  (1),282,270,283,289,343,344,444,352,316,265,166,177,167,199,188,172
non_seven_major_felony_offenses,10,FELONY DANGEROUS WEAPONS (2)        ,11,10,15,7,23,22,55,83,112,85,40,34,21,37,19,19
non_seven_major_felony_offenses,10,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,82,85,82,39,37,63,52,65,64,64,67,42,41,63,43,41
non_seven_major_felony_offenses,10,OTHER FELONIES (4),55,30,35,70,73,90,57,66,72,63,66,45,60,59,66,56
non_seven_major_felony_offenses,10,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,499,454,469,494,656,724,798,717,741,610,482,436,441,487,450,430
